ret_col,date,sort_col,economic_group,group_label,sort_mean,portfolio_ret,n_funds
future_ret_6m,2010-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.275849723103167,-0.01170541390039237,12
future_ret_6m,2010-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.42369248192492726,-0.020995841752241073,12
future_ret_6m,2010-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6059362322021693,0.012218763711212721,12
future_ret_6m,2010-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.7811312382348894,0.03435645750975336,12
future_ret_6m,2010-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12010502117470188,0.20841948466940496,12
future_ret_6m,2010-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2918291104282394,0.2571761011813425,11
future_ret_6m,2010-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4741446066390326,0.2500940704798669,11
future_ret_6m,2010-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6286019986836915,0.25370808962540664,11
future_ret_6m,2010-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8548449042350875,0.2978881746210708,12
future_ret_6m,2010-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12984230338441377,0.05810826042979433,12
future_ret_6m,2010-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.28537081519074603,0.03549718334413473,12
future_ret_6m,2010-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.45442060335357554,0.03861530894539631,12
future_ret_6m,2010-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6394638834490477,0.01774860162196512,12
future_ret_6m,2010-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8994679794545126,0.020976903629418925,12
future_ret_6m,2010-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12123484989256832,-0.0635839545600829,13
future_ret_6m,2010-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.3169309213629325,-0.059094673753302566,12
future_ret_6m,2010-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4730222822103782,-0.07278905197482317,12
future_ret_6m,2010-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6026443534607437,-0.08524439123889282,12
future_ret_6m,2010-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8391269344399409,-0.07278148974355554,12
future_ret_6m,2011-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.13317836080400874,-0.15825159582252532,13
future_ret_6m,2011-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2982356321561171,-0.15600068283538818,12
future_ret_6m,2011-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.433671991587113,-0.1517545813028066,13
future_ret_6m,2011-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5992035376492579,-0.15662221393946785,12
future_ret_6m,2011-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8659481234213986,-0.14765083133008036,13
